,genre
2230,musique traditionnelle du Piémont
2231,"Funk, blues électrique, soul, rhythm and blues, funk rock, reggae fusion, musique latine, brown-eyed soul"
2232,"Rhythm and blues, black rock'n roll"
2233,"Art audio, noise, électroacoustique, musique concrète, musique improvisée"
2234,"MPB, samba, balade romantique, pagode."
2235,http://fr.dbpedia.org/resource/Playback
2236,http://fr.dbpedia.org/resource/Dark_atmosphérique
2237,http://fr.dbpedia.org/resource/Chant_de_marins
2238,http://fr.dbpedia.org/resource/Freak_folk
2239,Rock Noir
2240,http://fr.dbpedia.org/resource/Microsound
2241,"Country music, folk, bluegrass, indie"
2242,http://fr.dbpedia.org/resource/Néerlandais
2243,http://fr.dbpedia.org/resource/Oratorio
2244,psaumes calvinistes''
2245,comédie musicale
2246,"Bossa Nova, Jazz,"
2247,http://fr.dbpedia.org/resource/Luth
2248,http://fr.dbpedia.org/resource/Géométrie_algébrique
2249,cantiones natalitiæ
2250,"House music, soul et rhythm and blues"
2251,"Folk, pop folk et folk rock"
2252,chanson moyen-néerlandaise et française
2253,http://fr.dbpedia.org/resource/Cabaret_artistique
2254,http://fr.dbpedia.org/resource/Chant_de_Noël
2255,"Ziglibithy, zagrobi"
2256,Rock instrumental
2257,Black metal et folk metal
2258,Gothic metal
2259,"Classique : Opéra, opérette"
2260,http://fr.dbpedia.org/resource/Sleaze_rock
2261,Électro-pop
2262,http://fr.dbpedia.org/resource/Avant-pop
2263,http://fr.dbpedia.org/resource/Rock_alternative
2264,Musique ancienne
2265,http://fr.dbpedia.org/resource/Chamber_pop
2266,Eurodance électronique
2267,"Jpop, JRock, power pop"
2268,"Musique instrumentale, pour luth - Psaumes"
2269,Chanson world jazz & improvisation
2270,"Musique populaire, latine, ethnique"
2271,Musique électronique tango et world music
2272,"Nouveau classique, world fusion"
2273,vallenato
2274,chanson – motet – musique de théâtre – musique instrumentale – opéra
2275,http://fr.dbpedia.org/resource/World_blues_jazz
2276,http://fr.dbpedia.org/resource/Joik
2277,http://fr.dbpedia.org/resource/Pimp_rap
2278,Rock'n'roll - punk'n'roll
2279,http://fr.dbpedia.org/resource/Rap_chicano
2280,http://fr.dbpedia.org/resource/Alternative
2281,http://fr.dbpedia.org/resource/Pop_minimaliste
2282,"Rock expérimental, musique électronique"
2283,Musique indépendante
2284,http://fr.dbpedia.org/resource/Java_(danse)
2285,http://fr.dbpedia.org/resource/Trance_vocale
2286,http://fr.dbpedia.org/resource/Steampunk
2287,http://fr.dbpedia.org/resource/Pop_Latino
2288,http://fr.dbpedia.org/resource/Hip-Hop_(musique)
2289,http://fr.dbpedia.org/resource/Sadcore
2290,"Pop-rock, rock'n'roll, swing"
2291,soul
2292,http://fr.dbpedia.org/resource/Pop-Soul
2293,"Glam metal, post-hardcore, hard rock, metalcore"
2294,Pagan/doom metal
2295,http://fr.dbpedia.org/resource/Electro_music
2296,Musique contemporaine américaine principalement
2297,"électro industrielle, aggrotech, cyber"
2298,Polyphonie vocale religieuse
2299,http://fr.dbpedia.org/resource/Mazurka
2300,:
2301,Electropop
2302,Avantgarde
2303,"Neue Deutsche Todeskunst
 :"
2304,Chanson québécoise
2305,", piano, Musique de films, classique"
2306,http://fr.dbpedia.org/resource/R&B_Contemporain
2307,"Musique touareg, chantée en tamacheq"
2308,Blues
2309,"Groove, neo soul, Reggae"
2310,http://fr.dbpedia.org/resource/Rap_americain
2311,http://fr.dbpedia.org/resource/Bossa_Nova
2312,"Jpop, Jindie"
2313,"""Hot wave"""
2314,http://fr.dbpedia.org/resource/Electrofunk
2315,http://fr.dbpedia.org/resource/Pagan_folk
2316,Emo pop / rock alternatif / powerpop
2317,"R&B, électro, dance, Hip-hop"
2318,http://fr.dbpedia.org/resource/Rap_marocain
2319,http://fr.dbpedia.org/resource/Trance_Metal
2320,Death mélodique
2321,http://fr.dbpedia.org/resource/Musique_tropicale
2322,http://fr.dbpedia.org/resource/Métal_hybride
2323,http://fr.dbpedia.org/resource/Zeimbekiko
2324,"Musique contemporaine chrétienne, pop, musique acoustique"
2325,Crunkcore
2326,swing
2327,"Pop, electro, dance"
2328,Acoustique / lyrique / trip hop
2329,"Heavenly voices, dark wave"
2330,http://fr.dbpedia.org/resource/Post-punk_revival
2331,http://fr.dbpedia.org/resource/Jug_band
2332,"Gnawa, gnawa fusion"
2333,Soul jazz caraïbe
2334,http://fr.dbpedia.org/resource/Break_dance
2335,http://fr.dbpedia.org/resource/Danse_hip_hop
2336,blues-rock libertaire
2337,rock'n'roll
2338,http://fr.dbpedia.org/resource/Oriental
2339,http://fr.dbpedia.org/resource/Haïti
2340,http://fr.dbpedia.org/resource/Guitare_fingerstyle
2341,http://fr.dbpedia.org/resource/Ethno-jazz
2342,http://fr.dbpedia.org/resource/Laïko
2343,"Crossover, électro-rock, electro-metal"
2344,"opéra, opéra-bouffe, farce, modinha, musique vocale sacrée, musique d'orgue"
2345,http://fr.dbpedia.org/resource/Ethio-jazz
2346,http://fr.dbpedia.org/resource/Avant-garde
2347,http://fr.dbpedia.org/resource/Dark_folk
2348,http://fr.dbpedia.org/resource/Rub-a-dub
2349,http://fr.dbpedia.org/resource/Parodie
2350,http://fr.dbpedia.org/resource/Musique_de_Rock
2351,"House, electro house, dance/pop"
2352,http://fr.dbpedia.org/resource/Musique_hawaïenne
2353,"Heavenly voices, rock gothique, hip-hop, witch house"
2354,Musique latine
2355,Musique malgache
2356,Musique acoustique
2357,Pop anglo-saxonne
2358,http://fr.dbpedia.org/resource/Chant_de_gorge_inuit
2359,"Electronique, glitch-hop, synthpop, industrial"
2360,Rock'n'roll
2361,"Blues, rock"
2362,http://fr.dbpedia.org/resource/Performance_(art)
2363,http://fr.dbpedia.org/resource/Neo-classical_metal
2364,Art dramatique et lyrique
2365,"Folk rock, soul, electronic dance"
2366,http://fr.dbpedia.org/resource/Gnaouas
2367,Rap et R'n'B
2368,"Musique chrétienne,"
2369,Schlager
2370,"Jazz, Free jazz"
2371,"Raï, musique orientale, musique arabe"
2372,http://fr.dbpedia.org/resource/Actrice
2373,"Rock, variété rock"
2374,http://fr.dbpedia.org/resource/Cabaret_punk
2375,théâtre expérimental
2376,"chanteur de charme, crooner"
2377,"Jazz, Acoustique, Electronique"
2378,"Swing, schlager"
2379,"Reggae, dancehall, reggae fusion,"
2380,"Trance, Progressive house et downtempo"
2381,"House, variété française, variété internationale, gospel"
2382,http://fr.dbpedia.org/resource/Protest_songs
2383,"Rap, RnB, Kpop"
2384,http://fr.dbpedia.org/resource/Electro-trash
2385,http://fr.dbpedia.org/resource/French_Touch
2386,http://fr.dbpedia.org/resource/Musique_juive
2387,http://fr.dbpedia.org/resource/Musique_hébraïque
2388,http://fr.dbpedia.org/resource/Bend-skin
2389,http://fr.dbpedia.org/resource/Chillwave
2390,http://fr.dbpedia.org/resource/Indietronica
2391,K-pop
2392,"Rock gothique , punk rock, rap français, chanson française contemporaine"
2393,http://fr.dbpedia.org/resource/Marionnette
2394,"Synthpop, dream pop, witch house, futurepop"
2395,"Black metal, dark industriel"
2396,http://fr.dbpedia.org/resource/Indie_Rock
2397,musique instrumentale
2398,Post-punk/hip-hop
2399,trip-hop
2400,http://fr.dbpedia.org/resource/Beat_garage
2401,"rock, électronique, hip-hop, R&B"
2402,"Trance, progressive house et post-punk"
2403,"Hip-hop, RnB, Rap, Kpop"
2404,http://fr.dbpedia.org/resource/Rhythm_&_blues
2405,http://fr.dbpedia.org/resource/Kizomba
2406,http://fr.dbpedia.org/resource/Rock_Psychédélique
2407,"Rap, hip-hop"
2408,"Rap, Hip-hop, post-rap"
2409,Hip Hop Jazz Instrumentals
2410,http://fr.dbpedia.org/resource/Funk_Metal
2411,"Musique de chambre, Musique symphonique, Musique vocale, Musique pour ensemble instrumental"
2412,Rap américain
2413,http://fr.dbpedia.org/resource/Ska-rock
2414,"Hip-hop, soul, funk, électro, rock, soca et salsa"
2415,http://fr.dbpedia.org/resource/New_Wave_of_British_Heavy_Metal
2416,http://fr.dbpedia.org/resource/Straight_edge
2417,http://fr.dbpedia.org/resource/Dancefloor
2418,contemporain
2419,Disco
2420,"Hard rock, rock n roll, rock"
2421,"Musique bretonne, musique traditionnelle irlandaise, rock, jazz, musique classique, folk-rock progressif"
2422,"Chanson française, pop"
2423,"""Love metal"""
2424,http://fr.dbpedia.org/resource/Afro
2425,"R&B, pop, dance, rock, hip hop, funk"
2426,"Soul, RnB, pop, rock, funk, disco, disco-funk, folk, country, soft rock, electro funk, new jack swing, urban, house, disco house."
2427,"Folk rock, , bluegrass, musique soul, country rock, rock, psychedelic rock, rhythm and blues"
2428,"Hard rock, jazz fusion, rock progressif, arena rock ,corporate rock"
2429,"Rock alternatif, stoner rock, heavy metal, hard rock, metal alternatif, desert rock"
2430,http://fr.dbpedia.org/resource/Hardtechno
2431,Rock français parodique
2432,Symphonique power metal
2433,Latin rap
2434,"chanson bretonne , musique bretonne, musique celtique, chant lyrique"
2435,http://fr.dbpedia.org/resource/Gagaku
2436,Punk Hardcore
2437,Shock rock
2438,"Nu metal, math metal"
2439,http://fr.dbpedia.org/resource/Experimental_music
2440,http://fr.dbpedia.org/resource/Crossover
2441,Musique traditionnelle Gabonaise
2442,", , Louisiana blues"
2443,http://fr.dbpedia.org/resource/Cyberpunk
2444,http://fr.dbpedia.org/resource/Rock_n'_raï
2445,http://fr.dbpedia.org/resource/Beatbox
2446,http://fr.dbpedia.org/resource/Anti-folk
2447,http://fr.dbpedia.org/resource/Salsa-ragga
2448,http://fr.dbpedia.org/resource/Nazi_punk
2449,http://fr.dbpedia.org/resource/British_Invasion
2450,http://fr.dbpedia.org/resource/Électro_industrielle
2451,http://fr.dbpedia.org/resource/Alternative_dance
2452,http://fr.dbpedia.org/resource/Musique_post-moderne
2453,"http://fr.dbpedia.org/resource/Rock,_pop"
2454,"Jazz, bebop, swing, West-Coast blues"
2455,http://fr.dbpedia.org/resource/Musique_israélienne
2456,http://fr.dbpedia.org/resource/Noisecore
2457,Populaire
2458,"Pop, Rock, R&B, Soul, Dance et le SPROCK ."
2459,http://fr.dbpedia.org/resource/Opéra-ballet
2460,http://fr.dbpedia.org/resource/Tragédie_lyrique
2461,"Unblack metal, metal chrétien, black metal, sorrow metal"
2462,"Blues, jazz et rhythm and blues"
2463,"soul, funk, gospel"
2464,http://fr.dbpedia.org/resource/Country_(musique)
2465,http://fr.dbpedia.org/resource/Midwest_Rap
2466,"Blues, rock, folk"
2467,http://fr.dbpedia.org/resource/Inclassable
2468,http://fr.dbpedia.org/resource/Ragga_Jungle
2469,"UK garage, 2 Steps, RnB , Dance"
2470,http://fr.dbpedia.org/resource/Black_gothique
2471,"Musique country, new country, bluegrass, folk, pop"
2472,"Chanson pour enfants, variété française"
2473,http://fr.dbpedia.org/resource/Extreme_power_metal
2474,"Gothique, symphonique, dark ambient"
2475,"Folk metal, death metal mélodique, metal celtique, pagan metal"
2476,http://fr.dbpedia.org/resource/Danse_jazz
2477,http://fr.dbpedia.org/resource/Acid_trance
2478,"Soul, funk"
2479,http://fr.dbpedia.org/resource/Rock_latino
2480,Folk-rock
2481,"Pop rap, gangsta rap"
2482,"Rap hardcore, horrorcore"
2483,"Musique arabe, disco, techno et raï"
2484,http://fr.dbpedia.org/resource/Ranchera
2485,http://fr.dbpedia.org/resource/Mariachi
2486,http://fr.dbpedia.org/resource/Rock_acoustique
2487,"""SID metal"""
2488,"Jazz, musique expérimentale, rock, etc."
2489,"Jazz, hip-hop, afro, soul, caraïbéen, zouk"
2490,"punk, grunge"
2491,"Eurodance, techno, happy hardcore"
2492,"Hardcore, gabber"
2493,"Post-metal, sludge metal, post-rock, post-hardcore"
2494,"Death metal technique, death metal mélodique"
2495,opérettes
2496,"Hip-hop alternatif, rap politique, hip-hop industriel, spoken word, musique électronique, poésie"
2497,"Post-grunge, metal alternatif, rock alternatif, hard rock, rock sudiste"
2498,"Metal industriel, nu metal"
2499,Musique électronique .
2500,http://fr.dbpedia.org/resource/Flower_power
2501,Folklore québécois et country
2502,"Glam metal, hard FM"
2503,"Rock, folk, alternative country"
2504,http://fr.dbpedia.org/resource/Rhythm_'n'_blues
2505,http://fr.dbpedia.org/resource/Doo_Wop
2506,metal progressif puis rock
2507,http://fr.dbpedia.org/resource/Digital_Hardcore_Recordings
2508,"Musique expérimentale, neo-psychedelia, pop psychédélique, freak folk, rock indépendant"
2509,"Metal symphonique, viking metal, power metal"
2510,rock italien
2511,"turntablism, electronica"
2512,http://fr.dbpedia.org/resource/Musique_polynésienne
2513,rap
2514,http://fr.dbpedia.org/resource/Musique_post-industrielle
2515,Axé - MPB - Samba-Reggae
2516,http://fr.dbpedia.org/resource/Acousmatique
2517,http://fr.dbpedia.org/resource/Electro-Orchestral
2518,http://fr.dbpedia.org/resource/Poésie_chantée
2519,http://fr.dbpedia.org/resource/Musique_libanaise
2520,Musique arabe / musique classique égyptienne
2521,« Peu académique »
2522,Satire en cabaret
2523,variété italienne
2524,http://fr.dbpedia.org/resource/Musique_de_varyiétés
2525,"Pop, Variété"
2526,http://fr.dbpedia.org/resource/Wizard_rock
2527,SOUL / R&B
2528,"Pop latine, rythmes latins, Adult Contemporary, vocal pop, soft rock, standards, pop française, pop italienne, pop brésilienne"
2529,"Pop, Rn'b, Électro"
2530,http://fr.dbpedia.org/resource/Rap_Conscient
2531,"New country, country pop"
2532,"Folk, pop rock, pop, world music jazz"
2533,http://fr.dbpedia.org/resource/Comptine
2534,http://fr.dbpedia.org/resource/Latin
2535,http://fr.dbpedia.org/resource/Paso_doble
2536,http://fr.dbpedia.org/resource/Valse_criollo_(Río_de_la_Plata)
2537,"Chanson française, indie folk"
2538,http://fr.dbpedia.org/resource/Cantu_a_chiterra
2539,http://fr.dbpedia.org/resource/Argentine
2540,musique celtique contemporaine
2541,le Ghiwani
2542,http://fr.dbpedia.org/resource/Trip_Hop
2543,pop française
2544,http://fr.dbpedia.org/resource/Grand_Opéra
2545,Sweggae Music
2546,"Composition musicale, poésie, chanson"
2547,"Rock, rap, heavy metal, country, pop, punk rock, blues, world music, post-industrial"
2548,http://fr.dbpedia.org/resource/Tejano
2549,"Black metal, Black metal suicidaire"
2550,http://fr.dbpedia.org/resource/Nueva_Trova
2551,http://fr.dbpedia.org/resource/Be-bop
2552,http://fr.dbpedia.org/resource/Punk_pop
2553,Pop Psychédélique
2554,http://fr.dbpedia.org/resource/Art_performance
2555,"Shibuya-kei, Electronic, Dance, House, Drum and Bass"
2556,http://fr.dbpedia.org/resource/New_Jack
2557,Variété italo franco anglaise
2558,http://fr.dbpedia.org/resource/Drill_and_bass
2559,http://fr.dbpedia.org/resource/Glitchcore
2560,Musique folklorique chilienne
2561,"Rock, punk-rock, folk-rock, ethno-rock"
2562,"hard rock, heavy metal, glam metal"
2563,http://fr.dbpedia.org/resource/Rock_australien
2564,"Makina, hardstyle, UK hardcore, gabber, autres styles de musiques électroniques"
2565,"Brass band, Hip-hop"
2566,http://fr.dbpedia.org/resource/Rappeur
2567,2010
2568,http://fr.dbpedia.org/resource/New_york_hardcore
2569,"Metalcore, post-hardcore, metal alternatif"
2570,http://fr.dbpedia.org/resource/Raggamuffin
2571,http://fr.dbpedia.org/resource/Soufie
2572,http://fr.dbpedia.org/resource/Qawwali
2573,http://fr.dbpedia.org/resource/Kafi
2574,"Pop, hip-hop, dance et R&B"
2575,"Avant-garde metal, metal extrême délirant"
2576,"musique de chambre, musique symphonique, opéra, lieder"
2577,http://fr.dbpedia.org/resource/Rap_Metal
2578,http://fr.dbpedia.org/resource/Cyber_jazz
2579,http://fr.dbpedia.org/resource/Worldbeat
2580,http://fr.dbpedia.org/resource/Country-Rock
2581,"Tzigane, metal, rock progressif, musique de jeux vidéo"
2582,"Rock, metal"
2583,Musique traditionnelle du Burkina Faso
2584,http://fr.dbpedia.org/resource/Théâtre_musical
2585,"Jazz, third stream music"
2586,http://fr.dbpedia.org/resource/Lento_violento
2587,http://fr.dbpedia.org/resource/Italo_dance
2588,http://fr.dbpedia.org/resource/Blues_traditionnel
2589,http://fr.dbpedia.org/resource/Soukouss
2590,http://fr.dbpedia.org/resource/Ndombolo(musique)
2591,"Toy-music, expérimental"
2592,"Groove metal, metalcore, thrash metal, death metal"
2593,http://fr.dbpedia.org/resource/Noisegrind
2594,http://fr.dbpedia.org/resource/Pornogrind
2595,"Folklore Amazigh,Ahidous, musique berbère"
2596,"Rap, r'n'b"
2597,http://fr.dbpedia.org/resource/New_Jack_Swing
2598,"Jazz, soul music, rhythm and blues, funk, pop, third stream music, musique de films"
2599,http://fr.dbpedia.org/resource/Électro_rap
2600,http://fr.dbpedia.org/resource/Metal_rock
2601,http://fr.dbpedia.org/resource/Metal_experimental
2602,"Variété francophone, variété internationale, pop, adulte contemporain"
2603,http://fr.dbpedia.org/resource/Industrial_Metal
2604,http://fr.dbpedia.org/resource/Technical_death_metal
2605,"variété, films, musique traditionnelle"
2606,"Rock alternatif, dream pop, shoegazing, indie rock, post-punk revival"
2607,"Jazz moderne, hard bop"
2608,http://fr.dbpedia.org/resource/Jam_band
2609,"opéras, opérettes."
2610,http://fr.dbpedia.org/resource/Fusion_metal
2611,http://fr.dbpedia.org/resource/Post-disco
2612,"Rap, dirty south, rap latin"
2613,http://fr.dbpedia.org/resource/Moombathon
2614,http://fr.dbpedia.org/resource/Trap_Music
2615,http://fr.dbpedia.org/resource/Thrashcore
2616,"Thrash metal, power metal, speed metal, progressive metal"
2617,http://fr.dbpedia.org/resource/Poétique_rock
2618,http://fr.dbpedia.org/resource/Black_death_metal
2619,http://fr.dbpedia.org/resource/Gypsy_punk
2620,http://fr.dbpedia.org/resource/Occitanie
2621,"Power metal, extreme power metal"
2622,http://fr.dbpedia.org/resource/Amérique_latine
2623,Nouvelle chanson chilienne
2624,http://fr.dbpedia.org/resource/Isicathamiya
2625,http://fr.dbpedia.org/resource/Mbube
2626,Musique instrumentale
2627,Opérette
2628,"Variétés françaises, Music-Hall, Doublage de films"
2629,http://fr.dbpedia.org/resource/Flamenco_rock
2630,http://fr.dbpedia.org/resource/Orchestre_de_chambre
2631,http://fr.dbpedia.org/resource/Avant_rock
2632,"Pop, dance, R&B, Hi-NRG"
2633,http://fr.dbpedia.org/resource/Kraut_rock
2634,http://fr.dbpedia.org/resource/Synth-wave
2635,"Pop, chanson française,folk,Soul."
2636,http://fr.dbpedia.org/resource/Cheerleader
2637,http://fr.dbpedia.org/resource/Symphonique
2638,http://fr.dbpedia.org/resource/Sleaze-energy
2639,punk rock / glam rock
2640,http://fr.dbpedia.org/resource/Global
2641,http://fr.dbpedia.org/resource/Oshare_kei
2642,"Classique, Romantique"
2643,http://fr.dbpedia.org/resource/Indie_(music)
2644,Rap turc
2645,http://fr.dbpedia.org/resource/Ballads
2646,http://fr.dbpedia.org/resource/Death_metal_(musique)
2647,Chanson pour enfants
2648,"militaire, régional, marin, religieux, paysan, ouvrier"
2649,http://fr.dbpedia.org/resource/Hardtrance
2650,rock/flamenco
2651,(Hard rock / Heavy Metal)
2652,http://fr.dbpedia.org/resource/Musique_mauritanienne
2653,http://fr.dbpedia.org/resource/Hip-hop_québécois
2654,http://fr.dbpedia.org/resource/Néo-glam
2655,http://fr.dbpedia.org/resource/Ziglibithy
2656,http://fr.dbpedia.org/resource/Tohourou
2657,http://fr.dbpedia.org/resource/Doom_Métal
2658,http://fr.dbpedia.org/resource/Gothique_Métal
2659,http://fr.dbpedia.org/resource/Métal_Atmosphérique
2660,http://fr.dbpedia.org/resource/Métal_Symphonique
2661,http://fr.dbpedia.org/resource/Canadian_hip_hop
2662,http://fr.dbpedia.org/resource/Musique_de_la_période_classique
2663,http://fr.dbpedia.org/resource/Rap-metal
2664,Death metal technique
2665,"country, cowpunk, psychobilly, country néotraditionelle."
2666,"Pop, indiepop, rock, folkrock"
2667,Chanson française et chanson pour enfants
2668,Pop-rock
2669,http://fr.dbpedia.org/resource/Vocalese
2670,http://fr.dbpedia.org/resource/Griot
2671,http://fr.dbpedia.org/resource/Pop_Music
2672,Folklorique
2673,"Electro, rap old school, boogie"
2674,"chansons populaires niçoise ,  Ragga-muffin"
2675,"Occitanie sud : (Gascogne, Languedoc et Comtea de Nissa )"
2676,"Zarzuela, symphonies"
2677,http://fr.dbpedia.org/resource/Nouvelle_chanson_française
2678,http://fr.dbpedia.org/resource/Bouncy_techno
2679,(Anciennement)
2680,(Actuellement)
2681,"UK hardcore, hardcore, gabber"
2682,Compositeur et chef d'orchestre
2683,http://fr.dbpedia.org/resource/Jangle_pop
2684,http://fr.dbpedia.org/resource/J-hip_hop
2685,http://fr.dbpedia.org/resource/Punk_garage
2686,"T-pop, pop rock"
2687,Musique Folklorique Scandinave / Classique
2688,Death rock
2689,Tango fusion
2690,http://fr.dbpedia.org/resource/Drone_metal
2691,http://fr.dbpedia.org/resource/Musique_planante
2692,dub
2693,"Cyberclash, new wave, electro, coldwave, synthpop, post-punk"
2694,"rock, DJ mix"
2695,"Rock progressif, trip-hop"
2696,http://fr.dbpedia.org/resource/U.K._garage
2697,http://fr.dbpedia.org/resource/Metal_Alternatif
2698,Chanteuse d'opéra
2699,Doom metal
2700,Rock progressif
2701,http://fr.dbpedia.org/resource/Grindie
2702,"Metal Neo-classique, Metal symphonique, Power Metal, Hard Rock"
2703,"Dance, variété française, musique pour enfants"
2704,"Musique arabe, flamenco, style gypsy, pop"
2705,R&B et soul
2706,http://fr.dbpedia.org/resource/Musique_de_variété
2707,"Jazz, style : Bebop, Hard Bop, Jazz modal, Free jazz."
2708,http://fr.dbpedia.org/resource/Negro_spiritual
2709,http://fr.dbpedia.org/resource/Electro-jazz
2710,"Country, dansband et pop"
2711,"Hard rock, metal progressif. rock progressif, metal alternatif"
2712,http://fr.dbpedia.org/resource/Sludge
2713,http://fr.dbpedia.org/resource/Expérimentale
2714,http://fr.dbpedia.org/resource/Rock_chilien
2715,"Pop , blues, synthpop, pop rock"
2716,"Variétés, folk"
2717,"Heavy metal, power metal, parodique"
2718,heavy metal
2719,progressive metal
2720,technical death metal
2721,chanson a capella
2722,Musique country
2723,"House vocal, dance, electro"
2724,http://fr.dbpedia.org/resource/Psychédélisme
2725,Electro-grunge
2726,http://fr.dbpedia.org/resource/Atmospheric_doom_metal
2727,http://fr.dbpedia.org/resource/Adult_alternative
2728,Alternative guitar pop
2729,Chanson alternative
2730,http://fr.dbpedia.org/resource/Arena_rock
2731,"Chanson alternative, sampling"
2732,Électronique
2733,"Afropop, afrobeat, folk musiques du monde"
2734,http://fr.dbpedia.org/resource/Yass_(musique)
2735,"afro-beat, zouk, r&b, coupé décalé"
2736,http://fr.dbpedia.org/resource/M'godro
2737,"Mathcore, rock, expérimentale, fusion jazz, electronica"
2738,Blues rock
2739,http://fr.dbpedia.org/resource/Fanfare
2740,"Pop, R&B"
2741,"Chanson, pop"
2742,"Indie dance, synthpop, musique folk, folktronica"
2743,"Variétés, humour"
2744,http://fr.dbpedia.org/resource/Salegy
2745,Folk Wassoulou
2746,http://fr.dbpedia.org/resource/Musique_New_Wave
2747,World
2748,http://fr.dbpedia.org/resource/Brakin'_house
2749,http://fr.dbpedia.org/resource/Ska-punk
2750,http://fr.dbpedia.org/resource/AOR
2751,"Hip-hop, afro-pop"
2752,"Funana, Coladeira, Coladance, Afrozouk Zouk, Kizomba, Tarraxa, Tarraxinha"
2753,"Zouk, Funana, Cabo, Cabo Love, Kizomba, Tarrachinha"
2754,ethno-rock
2755,http://fr.dbpedia.org/resource/Microhouse
2756,chanson romande
2757,http://fr.dbpedia.org/resource/TexAmericana
2758,http://fr.dbpedia.org/resource/Western_Music
2759,electro pop indépendant
2760,http://fr.dbpedia.org/resource/Industriel
2761,Pop-Rn'B-Dance
2762,http://fr.dbpedia.org/resource/Amun_style
2763,"Musique pop, acoustique"
2764,http://fr.dbpedia.org/resource/Acoustic_music
2765,Rock/pop/indie
2766,http://fr.dbpedia.org/resource/Pop_de_chambre
2767,http://fr.dbpedia.org/resource/Chanson_populaire
2768,http://fr.dbpedia.org/resource/Opera_buffa
2769,"musique classique, musiques électroniques"
2770,"Pop rock, folk"
2771,http://fr.dbpedia.org/resource/Musique_électronique(genre_musical)
2772,"Luso blues, folk rock, ballade, swing, chanson française"
2773,"funk, jazz, soul, New Orleans R&B et hip-hop."
2774,http://fr.dbpedia.org/resource/Jam_session
2775,"French Rock, French Pop Rock"
2776,"Dubstep, drum and bass, Heavy Dubstep, electro"
2777,http://fr.dbpedia.org/resource/Folklore_turc
2778,Musique folk
2779,"R&B, electro house, dance-pop"
2780,http://fr.dbpedia.org/resource/Rock_electronic
2781,http://fr.dbpedia.org/resource/Rock_progressive
2782,http://fr.dbpedia.org/resource/Modern_melodeath
2783,"opéra, lieder"
2784,http://fr.dbpedia.org/resource/Traditionnelle
2785,"Avant-garde, blues, afro, funk, rock, downtown/alternative, dark latin R&B, anti-jazz"
2786,"Pop, trance, house music"
2787,"Afropop, world music, musique africaine"
2788,http://fr.dbpedia.org/resource/Nasheed
2789,"Twoubadou  haïtien,"
2790,hard rock et heavy metal
2791,"Pop, dance-pop, R&B"
2792,http://fr.dbpedia.org/resource/Musique_filmi
2793,"Synthpop, rock indépendant, post-punk revival"
2794,http://fr.dbpedia.org/resource/Schalger
2795,http://fr.dbpedia.org/resource/Ethnopop
2796,Sonic Art
2797,"Indie pop, pop baroque, alternatif,"
2798,http://fr.dbpedia.org/resource/Chanson_Française
2799,http://fr.dbpedia.org/resource/Musique_populaire_(du_monde)
2800,"Roots rock, Southern rock, garage rock, soul, Americana, blues rock"
2801,http://fr.dbpedia.org/resource/Techno_(musique)
2802,http://fr.dbpedia.org/resource/Storytelling
2803,"Death metal, dark metal, oriental metal"
2804,http://fr.dbpedia.org/resource/DS_pop
2805,"Electronic, avant-garde, synthpop, disco"
2806,"Funk, soul"
2807,chanson italienne
2808,http://fr.dbpedia.org/resource/Soul(musique)
2809,"musique de la Renaissance, , musique contemporaine"
2810,http://fr.dbpedia.org/resource/Pantomime
2811,http://fr.dbpedia.org/resource/Pop_country
2812,http://fr.dbpedia.org/resource/Sertanejo
2813,http://fr.dbpedia.org/resource/Comédie
2814, rock
2815,http://fr.dbpedia.org/resource/Classique_(musique)
2816,http://fr.dbpedia.org/resource/Marimbalax_(musique)
2817,Folk trash
2818,Dance-pop
2819,http://fr.dbpedia.org/resource/Rock_grunge
2820,http://fr.dbpedia.org/resource/Drum_&_bass
2821,http://fr.dbpedia.org/resource/Liquid_funk
2822,http://fr.dbpedia.org/resource/Variété_internationale
2823,Comedy hip-hop
2824,"Dance, electropop, tribal"
2825,Bóleros
2826,"Eurodance, house, 2-step, R&B"
2827,"""Paumotu gothique"""
2828,"Sertanejo, pop latino"
2829,Musique Populaire Brésilienne - MPB
2830,http://fr.dbpedia.org/resource/Brit_pop
2831,"Electro, pop et R&B"
2832,http://fr.dbpedia.org/resource/Gitan
2833,Classique et musique du monde
2834,http://fr.dbpedia.org/resource/Southern_soul
2835,"Art lyrique, negro spirituals, gospels"
2836,"musiques traditionnelles , jazz, musique classique"
2837,"fusion, chaâbi-groove fusion"
2838,http://fr.dbpedia.org/resource/Tech_trance
2839,"Dark Psyche-pop, indie rock"
2840,"R&B, rap, électro, funk, soul"
2841,Rock world music
2842,Musique politique
2843,"Musique électronique, techno trance, hardstyle, hardcore, rock"
2844,http://fr.dbpedia.org/resource/Death_industriel
2845,"Dirty south, gangsta rap, rap hardcore, Latin rap"
2846,http://fr.dbpedia.org/resource/Dance-rock
2847,Chansons pour enfants
2848,http://fr.dbpedia.org/resource/Emoviolence
2849,"http://fr.dbpedia.org/resource/Jazz,_Latin_Jazz,_World,_Pop,_Chanson_Française,_Musiques_improvisées"
2850,Rock-Trad
2851,http://fr.dbpedia.org/resource/Mákina
